ensembl_id	gene_name	chr	start	end	score	strand	frame	gene_type	transcript_id.s.	GC1|expected_count	GC2|expected_count	GC3|expected_count	MG1|expected_count	MG2|expected_count	MG3|expected_count	GC1|TPM	GC2|TPM	GC3|TPM	MG1|TPM	MG2|TPM	MG3|TPM	GC1|FPKM	GC2|FPKM	GC3|FPKM	MG1|FPKM	MG2|FPKM	MG3|FPKM
ENSMUSG00000000606.17	Vmn2r88	chr14	51410820	51420721	.	+	.	protein_coding	ENSMUST00000022438.11,ENSMUST00000159674.3,ENSMUST00000163019.8,ENSMUST00000228139.2,ENSMUST00000232797.1,ENSMUST00000232951.1,ENSMUST00000233126.1,ENSMUST00000233280.1,ENSMUST00000233394.1,ENSMUST00000233651.1,ENSMUST00000233766.1,ENSMUST00000233848.1,ENSMUST00000233920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000617.14	Grm6	chr11	50850685	50866208	.	+	.	protein_coding	ENSMUST00000000631.7,ENSMUST00000171427.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000627.15	Sema4f	chr6	82911885	82939769	.	-	.	protein_coding	ENSMUST00000000641.14	14	9	5	2	4	3	0.27	0.17	0.08	0.06	0.1	0.07	0.56	0.34	0.19	0.08	0.14	0.1
ENSMUSG00000000628.10	Hk2	chr6	82725025	82774454	.	-	.	protein_coding	ENSMUST00000000642.10,ENSMUST00000170833.1	1789	241	2182	11286	9069	7942	25.21	3.32	28.24	227.98	161.6	141.7	52.11	6.61	64.15	320.3	239.52	187.62
ENSMUSG00000000631.20	Myo18a	chr11	77763246	77865980	.	+	.	protein_coding	ENSMUST00000000645.12,ENSMUST00000092884.10,ENSMUST00000092887.10,ENSMUST00000100794.9,ENSMUST00000102488.7,ENSMUST00000108375.8,ENSMUST00000108376.8,ENSMUST00000130305.8,ENSMUST00000130627.8,ENSMUST00000164334.7,ENSMUST00000167856.7,ENSMUST00000168348.7,ENSMUST00000169105.7,ENSMUST00000172303.9	1731	696	2969	3469	3416	3564	20.66	7.58	31.88	62.37	54.4	56.67	42.71	15.11	72.42	87.62	80.63	75.03
ENSMUSG00000000632.13	Sez6	chr11	77930800	77979048	.	+	.	protein_coding	ENSMUST00000000646.13,ENSMUST00000093995.9	4	0	0	0	0	0	0.07	0	0	0	0	0	0.15	0	0	0	0	0
ENSMUSG00000000673.9	Haao	chr17	83831156	83847963	.	-	.	protein_coding	ENSMUST00000000687.8,ENSMUST00000234214.1	0	0	0	4	1	1	0	0	0	0.56	0.08	0.16	0	0	0	0.79	0.12	0.22
ENSMUSG00000000682.7	Cd52	chr4	134082448	134095082	.	-	.	protein_coding	ENSMUST00000000696.6	8	14	8	57	32	31	2.01	3.48	1.75	19.5	9.49	9.35	4.16	6.93	3.98	27.4	14.07	12.38
ENSMUSG00000000686.11	Abhd15	chr11	77515121	77538607	.	+	.	protein_coding	ENSMUST00000094004.4	74	127	69	12	16	25	2.26	3.79	1.82	0.52	0.61	0.96	4.67	7.55	4.13	0.74	0.91	1.27
ENSMUSG00000000690.5	Hoxb6	chr11	96292476	96301569	.	+	.	protein_coding	ENSMUST00000000704.5,ENSMUST00000173432.2	20	26	6	3	1	10	1.02	1.72	0.22	0.19	0.08	0.68	2.11	3.43	0.5	0.27	0.12	0.9
ENSMUSG00000000693.10	Loxl3	chr6	83034173	83052562	.	+	.	protein_coding	ENSMUST00000000707.8,ENSMUST00000101257.3	272	1065	543	180	156	119	5.23	20	9.02	4.96	3.78	2.89	10.81	39.86	20.49	6.96	5.6	3.83
ENSMUSG00000000701.8	Tcl1b5	chr12	105176344	105181145	.	+	.	protein_coding	ENSMUST00000000717.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000706.16	Btn1a1	chr13	23456992	23465901	.	-	.	protein_coding	ENSMUST00000041674.13,ENSMUST00000110434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000708.14	Kat2b	chr17	53566861	53672720	.	+	.	protein_coding	ENSMUST00000000724.14	596.72	621.88	392	370	453.68	468.89	10.04	10.22	5.7	8.92	9.62	9.98	20.75	20.36	12.94	12.53	14.25	13.22
ENSMUSG00000000711.3	Rab5b	chr10	128677175	128696264	.	-	.	protein_coding	ENSMUST00000000727.3	454	565.64	472	411	599.56	567.13	11.44	13.92	10.27	14.8	18.98	18.04	23.64	27.74	23.33	20.8	28.14	23.89
ENSMUSG00000000724.10	Cryba1	chr11	77718615	77725283	.	-	.	protein_coding	ENSMUST00000078623.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000730.13	Dnmt3l	chr10	78041947	78063622	.	+	.	protein_coding	ENSMUST00000000746.11,ENSMUST00000123940.1,ENSMUST00000131825.7,ENSMUST00000138785.7,ENSMUST00000139539.7,ENSMUST00000151242.7	0	3	0	4	0	1	0	0.24	0	0.47	0	0.1	0	0.49	0	0.66	0	0.14
ENSMUSG00000000731.15	Aire	chr10	78030022	78043610	.	-	.	protein_coding	ENSMUST00000019257.14,ENSMUST00000105395.8,ENSMUST00000105396.8,ENSMUST00000128241.7,ENSMUST00000130972.7,ENSMUST00000140636.7,ENSMUST00000145975.7,ENSMUST00000148469.7,ENSMUST00000154374.1,ENSMUST00000155021.7,ENSMUST00000156417.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000732.9	Icosl	chr10	78069302	78083913	.	+	.	protein_coding	ENSMUST00000105393.2	50	35	52	20	28	30	1.44	0.98	1.29	0.82	1.01	1.09	2.97	1.96	2.93	1.15	1.5	1.44
ENSMUSG00000000738.18	Spg7	chr8	123062942	123097760	.	+	.	protein_coding	ENSMUST00000108868.10,ENSMUST00000125975.7,ENSMUST00000149248.8,ENSMUST00000153285.8	262	144	333	245	339	373	8.8	4.77	9.61	11.34	14.31	15.86	18.2	9.5	21.83	15.93	21.21	20.99
ENSMUSG00000000739.14	Sult5a1	chr8	123140192	123158315	.	-	.	protein_coding	ENSMUST00000000755.14	34	37	17	4	8	4	0.71	0.75	0.31	0.12	0.21	0.11	1.46	1.5	0.69	0.17	0.31	0.14
ENSMUSG00000000740.12	Rpl13	chr8	123102350	123105244	.	+	.	protein_coding	ENSMUST00000000756.5	1490.22	2687.54	1571.91	2671.95	3802.96	3396.52	197.74	350.07	180.73	494.71	614.77	555.01	408.7	697.64	410.52	695.06	911.23	734.84
ENSMUSG00000000743.9	Chmp1a	chr8	123204264	123212763	.	-	.	protein_coding	ENSMUST00000000759.8	275	276	315	298	465	420.76	10.68	10.47	10.57	16.49	22.6	20.56	22.06	20.87	24	23.16	33.49	27.22
ENSMUSG00000000751.13	Rpa1	chr11	75298166	75348324	.	-	.	protein_coding	ENSMUST00000000767.5,ENSMUST00000092907.11	270	243	302	186	350	351	7.13	6.47	6.9	6.87	11.6	11.77	14.74	12.9	15.68	9.65	17.19	15.59
ENSMUSG00000000753.15	Serpinf1	chr11	75409769	75422701	.	-	.	protein_coding	ENSMUST00000000769.13,ENSMUST00000125982.1	1443	10635	3664	731	998	424	89.83	667.55	191.48	57.56	68.9	28.35	185.66	1330.33	434.92	80.87	102.13	37.54
ENSMUSG00000000759.14	Tubgcp3	chr8	12614277	12672248	.	-	.	protein_coding	ENSMUST00000000776.14	146	144	112	96	151	138	3.04	2.93	2.02	2.86	3.96	3.64	6.29	5.84	4.58	4.02	5.87	4.82
ENSMUSG00000000766.18	Oprm1	chr10	6758506	7038198	.	+	.	protein_coding	ENSMUST00000000783.12,ENSMUST00000052751.13,ENSMUST00000056385.13,ENSMUST00000063036.13,ENSMUST00000078634.11,ENSMUST00000092731.10,ENSMUST00000092734.10,ENSMUST00000105602.7,ENSMUST00000105603.1,ENSMUST00000105604.7,ENSMUST00000105605.7,ENSMUST00000105607.7,ENSMUST00000105611.7,ENSMUST00000105615.8,ENSMUST00000135502.7,ENSMUST00000152674.1,ENSMUST00000154906.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000776.13	Polr3d	chr14	70438757	70443447	.	-	.	protein_coding	ENSMUST00000000793.12,ENSMUST00000180358.2	71	103	103	151	202	124	2.95	4.18	3.69	8.89	10.47	6.47	6.09	8.33	8.39	12.5	15.52	8.57
ENSMUSG00000000782.15	Tcf7	chr11	52252371	52283014	.	-	.	protein_coding	ENSMUST00000086844.9,ENSMUST00000109071.1	6	0	4	4	2	1	0.2	0	0.17	0.28	0.12	0.06	0.41	0	0.38	0.39	0.18	0.08
ENSMUSG00000000787.12	Ddx3x	chrX	13280970	13294052	.	+	.	protein_coding	ENSMUST00000000804.6	1122	937	1017	1360	1287	1621	18.71	15.26	14.65	32.49	27.04	34.21	38.68	30.41	33.27	45.65	40.09	45.29
ENSMUSG00000000791.9	Il12rb1	chr8	70808449	70821424	.	+	.	protein_coding	ENSMUST00000000808.7,ENSMUST00000212657.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000792.2	Slc5a5	chr8	70882889	70892757	.	-	.	protein_coding	ENSMUST00000000809.2	2	0	0	0	1	2	0.06	0	0	0	0.03	0.07	0.11	0	0	0	0.05	0.09
ENSMUSG00000000794.9	Kcnn3	chr3	89520164	89675132	.	+	.	protein_coding	ENSMUST00000000811.7	33	27	47	112	52	60	0.92	0.74	1.14	4.48	1.83	2.12	1.91	1.47	2.58	6.29	2.71	2.81
ENSMUSG00000000804.14	Usp32	chr11	84984442	85140161	.	-	.	protein_coding	ENSMUST00000108075.8	216	254	133	169	203	241	2.36	2.71	1.25	2.65	2.8	3.33	4.87	5.4	2.85	3.72	4.15	4.41
ENSMUSG00000000805.18	Car4	chr11	84957786	84966044	.	+	.	protein_coding	ENSMUST00000103194.9	67	6	45	8	16	16	4.82	0.42	2.8	0.81	1.43	1.44	9.95	0.84	6.35	1.14	2.11	1.9
ENSMUSG00000000811.13	Txnrd3	chr6	89643988	89675529	.	+	.	protein_coding	ENSMUST00000000828.12,ENSMUST00000101171.1	75	34	70	58	59	68	2.14	0.95	1.72	2.36	2.11	2.48	4.42	1.89	3.91	3.32	3.13	3.28
ENSMUSG00000000817.10	Fasl	chr1	161780689	161788495	.	-	.	protein_coding	ENSMUST00000000834.3,ENSMUST00000193648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000823.16	Zfp512b	chr2	181582103	181592803	.	-	.	protein_coding	ENSMUST00000108789.8	218	312	223	219	230	283	2.96	4.14	2.61	4.26	3.94	4.87	6.12	8.24	5.94	5.99	5.84	6.44
ENSMUSG00000000826.16	Dnajc5	chr2	181520485	181555133	.	+	.	protein_coding	ENSMUST00000072334.11,ENSMUST00000108796.1,ENSMUST00000108797.7	568	465	440	616	757	848	11.59	9.85	10.69	18.31	22.6	21.04	23.95	19.63	24.27	25.72	33.5	27.86
ENSMUSG00000000827.18	Tpd52l2	chr2	181497142	181517966	.	+	.	protein_coding	ENSMUST00000000844.14,ENSMUST00000069712.8,ENSMUST00000108799.9,ENSMUST00000108800.7,ENSMUST00000149163.7	185	303	181	227	297	251	10.62	14.97	8.49	19.56	24.94	15.41	21.94	29.82	19.29	27.48	36.96	20.41
ENSMUSG00000000838.17	Fmr1	chrX	68678541	68717963	.	+	.	protein_coding	ENSMUST00000088546.11,ENSMUST00000114653.1,ENSMUST00000114654.7,ENSMUST00000114655.7,ENSMUST00000114656.7,ENSMUST00000114657.8	146	220	97	105	102	100	2.81	4.17	1.63	2.92	2.49	2.45	5.81	8.31	3.7	4.1	3.69	3.25
ENSMUSG00000000861.15	Bcl11a	chr11	24078056	24174123	.	+	.	protein_coding	ENSMUST00000000881.12,ENSMUST00000109514.7,ENSMUST00000109516.7,ENSMUST00000118955.1	2	7	2	4	2	0	0.05	0.18	0.06	0.11	0.09	0	0.11	0.36	0.14	0.16	0.13	0
ENSMUSG00000000869.12	Il4	chr11	53602982	53618669	.	-	.	protein_coding	ENSMUST00000000889.6,ENSMUST00000140684.7,ENSMUST00000150568.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000876.11	Pxmp4	chr2	154585758	154603708	.	-	.	protein_coding	ENSMUST00000000896.10,ENSMUST00000109703.2	113	118	74	43	60	56	3.28	4.13	2.12	3.46	4.21	4.01	6.78	8.24	4.81	4.87	6.24	5.3
ENSMUSG00000000881.12	Dlg3	chrX	100767722	100818410	.	+	.	protein_coding	ENSMUST00000000901.12,ENSMUST00000087984.10,ENSMUST00000113735.2,ENSMUST00000113736.8	36	136	54	23	34	37	0.73	2.85	1	0.71	0.87	0.94	1.51	5.69	2.28	0.99	1.29	1.25
ENSMUSG00000000884.17	Gnb1l	chr16	18498713	18566679	.	+	.	protein_coding	ENSMUST00000090086.10,ENSMUST00000115601.7,ENSMUST00000167778.8,ENSMUST00000231621.1	17	8	12	20	20.4	18	0.82	0.27	0.25	1.33	1.27	1.04	1.7	0.54	0.57	1.87	1.88	1.37
ENSMUSG00000000889.8	Dbh	chr2	27165233	27183200	.	+	.	protein_coding	ENSMUST00000000910.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000901.17	Mmp11	chr10	75923222	75936496	.	-	.	protein_coding	ENSMUST00000000924.12,ENSMUST00000120281.7	61	81	41	16	44	25	2.32	2.85	1.28	0.87	2.22	1.13	4.8	5.69	2.9	1.23	3.29	1.5
ENSMUSG00000000902.13	Smarcb1	chr10	75896769	75921617	.	-	.	protein_coding	ENSMUST00000000925.9,ENSMUST00000121304.1	140	190	73	189	277	202	7.44	9.66	3.27	14	18	13.22	15.38	19.26	7.42	19.67	26.68	17.5
ENSMUSG00000000903.3	Vpreb3	chr10	75943057	75949657	.	+	.	protein_coding	ENSMUST00000000926.2,ENSMUST00000121151.1	0	0	0	3	0	0	0	0	0	0.61	0	0	0	0	0	0.86	0	0
ENSMUSG00000000915.15	Hip1r	chr5	123973628	124005558	.	+	.	protein_coding	ENSMUST00000000939.14	209	312	119	106	152	179	2.39	3.49	1.18	1.74	2.2	2.6	4.95	6.95	2.67	2.45	3.26	3.44
ENSMUSG00000000916.15	Nsun5	chr5	135369953	135376805	.	+	.	protein_coding	ENSMUST00000000940.14	32	23	49	73	66	69	1.18	0.83	1.56	3.84	3.05	3.2	2.44	1.65	3.54	5.39	4.51	4.24
ENSMUSG00000000934.9	Top1mt	chr15	75657035	75678800	.	-	.	protein_coding	ENSMUST00000000958.8	33	15	28	50	61	48	1.46	0.65	1.07	3.15	3.38	2.67	3.02	1.29	2.43	4.43	5	3.54
ENSMUSG00000000938.11	Hoxa10	chr6	52231197	52240854	.	-	.	protein_coding	ENSMUST00000121043.1,ENSMUST00000125581.1	94	230	180	79	97	93	3.76	7.95	5.57	4.39	4.83	5.13	7.76	15.84	12.66	6.17	7.15	6.79
ENSMUSG00000000942.10	Hoxa4	chr6	52189671	52191753	.	-	.	protein_coding	ENSMUST00000101395.2	5	3	1	7	12	11	0.27	0.16	0.05	0.54	0.81	0.75	0.56	0.32	0.11	0.76	1.2	0.99
ENSMUSG00000000948.16	Gm38393	chr7	59974149	60005064	.	-	.	protein_coding	ENSMUST00000179360.2	0	0	0	0	0	1.06	0	0	0	0	0	0.1	0	0	0	0	0	0.13
ENSMUSG00000000957.11	Mmp14	chr14	54431612	54445364	.	+	.	protein_coding	ENSMUST00000089688.5,ENSMUST00000225641.1	210	426	324	245	309	219	6.58	13	8.78	10.96	12.12	8.64	13.6	25.91	19.95	15.39	17.96	11.43
ENSMUSG00000000958.10	Slc7a7	chr14	54369442	54417780	.	-	.	protein_coding	ENSMUST00000000984.8,ENSMUST00000195970.4,ENSMUST00000197440.4,ENSMUST00000226753.1	14	83	9	20	28	21	0.57	3.09	0.28	1.11	1.35	0.97	1.17	6.16	0.64	1.56	2	1.28
ENSMUSG00000000959.7	Oxa1l	chr14	54360834	54369673	.	+	.	protein_coding	ENSMUST00000000985.6	146	105	205	193	243	259	4.7	3.3	5.7	8.86	9.8	10.5	9.71	6.58	12.94	12.45	14.53	13.9
ENSMUSG00000000976.13	Heatr6	chr11	83753696	83783754	.	+	.	protein_coding	ENSMUST00000001002.7	129	134	63	101	109	102	1.78	1.81	0.75	2	1.9	1.79	3.69	3.61	1.71	2.81	2.82	2.36
ENSMUSG00000000982.5	Ccl3	chr11	83647844	83649355	.	-	.	protein_coding	ENSMUST00000001008.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000983.13	Wfdc18	chr11	83709015	83711348	.	+	.	protein_coding	ENSMUST00000001009.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001014.6	Icam4	chr9	21029373	21030595	.	+	.	protein_coding	ENSMUST00000001040.6,ENSMUST00000215077.1	0	0	0	0	0	1	0	0	0	0	0	0.12	0	0	0	0	0	0.16
ENSMUSG00000001016.12	Ilf2	chr3	90476126	90488379	.	+	.	protein_coding	ENSMUST00000001042.9	111	181	89	225	239	224	4.58	7.3	3.17	13.22	12.33	11.62	9.46	14.54	7.21	18.57	18.28	15.39
ENSMUSG00000001017.15	Chtop	chr3	90498956	90509498	.	-	.	protein_coding	ENSMUST00000001043.13,ENSMUST00000049937.12,ENSMUST00000076639.10,ENSMUST00000107342.1,ENSMUST00000107343.7,ENSMUST00000107344.7,ENSMUST00000107346.7	488	521	465	582	684	709	19	18.66	16.2	33.97	34.41	36	39.27	37.19	36.8	47.73	51.01	47.67
ENSMUSG00000001018.15	Snapin	chr3	90488026	90491033	.	-	.	protein_coding	ENSMUST00000149884.1	226	191	225	216	324	305	9.86	8.15	8.48	13.42	17.67	16.73	20.38	16.24	19.27	18.85	26.19	22.15
ENSMUSG00000001020.8	S100a4	chr3	90603771	90606045	.	+	.	protein_coding	ENSMUST00000001046.6	207	806	478	212	215	200	55.03	211.56	110.55	76.41	67.13	63.57	113.73	421.61	251.1	107.36	99.5	84.16
ENSMUSG00000001021.12	S100a3	chr3	90560578	90602702	.	+	.	protein_coding	ENSMUST00000001047.7,ENSMUST00000200290.4,ENSMUST00000200508.4	0	0	0	0	0	4	0	0	0	0	0	1.23	0	0	0	0	0	1.62
ENSMUSG00000001023.10	S100a5	chr3	90608523	90611780	.	+	.	protein_coding	ENSMUST00000001049.4,ENSMUST00000107329.7	0	7	0	0	0	0	0	2.52	0	0	0	0	0	5.02	0	0	0	0
ENSMUSG00000001025.8	S100a6	chr3	90612882	90624181	.	+	.	protein_coding	ENSMUST00000001051.8,ENSMUST00000198128.1	527	1295	462	604	719	617	84.73	266.74	83.11	170.66	158.05	146.06	175.13	531.57	188.79	239.78	234.26	193.38
ENSMUSG00000001027.7	Scn4a	chr11	106318592	106353288	.	-	.	protein_coding	ENSMUST00000021056.7	932	9	1099	1228	1457	2042	10.9	0.1	11.1	20.6	21.5	30.26	22.53	0.2	25.21	28.94	31.87	40.06
ENSMUSG00000001029.15	Icam2	chr11	106377656	106388075	.	-	.	protein_coding	ENSMUST00000001055.14	50	51	30	40	54	70	3.51	3.5	1.82	3.97	4.7	6.13	7.25	6.98	4.13	5.58	6.96	8.12
ENSMUSG00000001034.17	Mapk7	chr11	61488812	61494406	.	-	.	protein_coding	ENSMUST00000079080.12,ENSMUST00000101085.8,ENSMUST00000108714.1	80	195	68	58	79	54	2.06	4.98	1.51	2.16	2.59	1.78	4.26	9.92	3.44	3.04	3.85	2.36
ENSMUSG00000001036.17	Epn2	chr11	61517249	61579687	.	-	.	protein_coding	ENSMUST00000001063.14,ENSMUST00000108711.7,ENSMUST00000108712.7,ENSMUST00000108713.7,ENSMUST00000178202.7,ENSMUST00000179936.7	445	444	325	238	275	325	8.29	8.09	5.25	6.34	6.38	7.67	17.13	16.12	11.93	8.91	9.46	10.15
ENSMUSG00000001039.12	B9d1	chr11	61505144	61512931	.	+	.	protein_coding	ENSMUST00000102657.9	10	24	2	9	17	9	1.25	2.93	0.22	1.57	2.58	1.38	2.57	5.84	0.49	2.2	3.83	1.83
ENSMUSG00000001052.15	Sec24b	chr3	129982759	130061553	.	-	.	protein_coding	ENSMUST00000001079.14	253	298	156	250	251	322	3.85	4.42	2.05	5.44	4.81	6.19	7.95	8.81	4.65	7.65	7.13	8.2
ENSMUSG00000001053.15	N4bp3	chr11	51643063	51650842	.	-	.	protein_coding	ENSMUST00000001080.15	96	61	107	98	114	103	3.33	2.07	3.21	4.85	4.96	4.51	6.89	4.12	7.29	6.82	7.35	5.97
ENSMUSG00000001054.9	Rmnd5b	chr11	51623671	51635896	.	-	.	protein_coding	ENSMUST00000001081.9	92	118	104	112	114	92	3.97	4.98	3.88	6.89	6.15	4.99	8.21	9.93	8.82	9.67	9.12	6.61
ENSMUSG00000001056.3	Nhp2	chr11	51619735	51623714	.	+	.	protein_coding	ENSMUST00000127405.1	46	37	59	241	261	257	4.16	3.28	4.62	30.73	29.13	28.93	8.61	6.54	10.5	43.18	43.18	38.3
ENSMUSG00000001062.18	Vps9d1	chr8	123242356	123254348	.	-	.	protein_coding	ENSMUST00000118279.1,ENSMUST00000122363.7	89	95	89	93	127	109	2.65	2.53	2.32	3.96	4.46	3.87	5.47	5.05	5.26	5.56	6.61	5.12
ENSMUSG00000001065.15	Zfp276	chr8	123254195	123269745	.	+	.	protein_coding	ENSMUST00000001092.14	199	207	137	75	98	94	3.85	3.92	2.29	2.08	2.39	2.3	7.97	7.8	5.21	2.92	3.54	3.05
ENSMUSG00000001076.7	C1ql4	chr15	99084086	99087817	.	-	.	protein_coding	ENSMUST00000064462.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001082.12	Mfsd10	chr5	34633642	34637212	.	-	.	protein_coding	ENSMUST00000001109.10,ENSMUST00000114329.7,ENSMUST00000114331.9	62	72	55	49	65	55	2.79	3.14	2.22	3.12	3.59	3.05	5.77	6.25	5.05	4.38	5.32	4.04
ENSMUSG00000001089.14	Luzp1	chr4	136469761	136554780	.	+	.	protein_coding	ENSMUST00000001116.4,ENSMUST00000063021.6,ENSMUST00000105849.8,ENSMUST00000170102.7	505	668	381	389	474	462	5.44	6.66	3.37	6.58	7.24	6.6	11.25	13.27	7.66	9.25	10.73	8.74
ENSMUSG00000001095.5	Slc13a2	chr11	78397087	78422217	.	-	.	protein_coding	ENSMUST00000001122.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001098.15	Kctd10	chr5	114363567	114380508	.	-	.	protein_coding	ENSMUST00000001125.5,ENSMUST00000102581.10	538	568	396	364	493	419	20.57	20.24	9.49	16.29	21.03	17.78	42.51	40.34	21.57	22.89	31.17	23.54
ENSMUSG00000001100.10	Poldip2	chr11	78512193	78522736	.	+	.	protein_coding	ENSMUST00000001127.10	302	264	465	370	562	518	12.27	10.49	16.33	21.42	28.57	26.48	25.37	20.9	37.09	30.1	42.35	35.07
ENSMUSG00000001103.7	Sebox	chr11	78503447	78505081	.	+	.	protein_coding	ENSMUST00000001130.7,ENSMUST00000125670.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001105.15	Ift20	chr11	78536361	78541737	.	+	.	protein_coding	ENSMUST00000108275.1,ENSMUST00000128788.7	55	140	56	68	76	52	5.94	15.66	5.26	9.3	11.74	6.75	12.29	31.21	11.94	13.07	17.41	8.94
ENSMUSG00000001119.7	Col6a1	chr10	76708792	76726168	.	-	.	protein_coding	ENSMUST00000001147.4	2329	8013	3769	2024	2315	1647	44.77	150.42	62.57	55.7	56.02	40.03	92.53	299.77	142.13	78.26	83.04	53
ENSMUSG00000001120.15	Pcbp3	chr10	76761857	76961887	.	-	.	protein_coding	ENSMUST00000001148.10,ENSMUST00000105411.8,ENSMUST00000168465.8	25	36	19	57	62	77	1.07	1.41	0.8	3.05	2.99	3.86	2.22	2.81	1.82	4.29	4.43	5.11
ENSMUSG00000001123.15	Lgals9	chr11	78962974	78984946	.	-	.	protein_coding	ENSMUST00000073001.4,ENSMUST00000108268.9,ENSMUST00000108269.9	97	153	91	74	73	65	5.79	8.58	4.51	6.02	5.48	4.67	11.96	17.09	10.24	8.46	8.13	6.18
ENSMUSG00000001127.12	Araf	chrX	20797814	20860519	.	+	.	protein_coding	ENSMUST00000001155.10,ENSMUST00000120356.7,ENSMUST00000122312.7	328	294	206	186	275	306	12.61	9.52	7.16	11.23	15.52	16.46	26.07	18.97	16.27	15.78	23.01	21.79
ENSMUSG00000001128.7	Cfp	chrX	20925454	20931555	.	-	.	protein_coding	ENSMUST00000001156.7	59	89	26	137	108	121	3.1	4.58	1.18	10.24	7.08	7.99	6.42	9.13	2.69	14.39	10.5	10.58
ENSMUSG00000001131.11	Timp1	chrX	20870166	20874735	.	+	.	protein_coding	ENSMUST00000009530.4,ENSMUST00000115342.9	40	88	48	157	167	102	4.73	10.47	5.04	26.44	24.05	15	9.78	20.87	11.45	37.14	35.65	19.86
ENSMUSG00000001134.9	Uxt	chrX	20941722	20962017	.	-	.	protein_coding	ENSMUST00000123836.1	22.54	3.66	65.95	19.64	40.21	42.42	2.56	0.41	6.48	3.12	5.59	5.96	5.29	0.81	14.73	4.39	8.29	7.89
ENSMUSG00000001138.13	Cnnm3	chr1	36511867	36528237	.	+	.	protein_coding	ENSMUST00000001166.13,ENSMUST00000097776.3	195	338	117	83	140	121	2.92	4.95	1.5	1.76	2.65	2.3	6.04	9.87	3.42	2.47	3.92	3.04
ENSMUSG00000001143.13	Lman2l	chr1	36419871	36445271	.	-	.	protein_coding	ENSMUST00000115011.7,ENSMUST00000125304.7	110	114	88	124	186	195	3.05	3.12	2.16	5.33	6.47	7.3	6.31	6.22	4.9	7.48	9.59	9.67
ENSMUSG00000001150.7	Mcm3ap	chr10	76468927	76515857	.	+	.	protein_coding	ENSMUST00000170795.2	321	363	281	197	309	352	3.86	4.26	2.92	3.4	4.69	5.36	7.97	8.49	6.62	4.77	6.94	7.09
ENSMUSG00000001151.10	Pcnt	chr10	76351263	76442786	.	-	.	protein_coding	ENSMUST00000001179.6,ENSMUST00000217838.1	934	671	1098	626	954	1228	7.64	5.36	7.76	7.35	9.86	12.74	15.8	10.68	17.63	10.33	14.61	16.87
ENSMUSG00000001155.13	Ftcd	chr10	76575648	76590338	.	+	.	protein_coding	ENSMUST00000001183.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001156.9	Mxd1	chr6	86647042	86669161	.	-	.	protein_coding	ENSMUST00000001184.9	49	139	71	32	30	41	0.82	2.28	1.03	0.77	0.63	0.87	1.7	4.54	2.34	1.08	0.94	1.15
ENSMUSG00000001157.13	Gmcl1	chr6	86691768	86733383	.	-	.	protein_coding	ENSMUST00000001185.13,ENSMUST00000113679.1	27	41	38	27	19	27	0.98	1.09	0.9	1.53	0.65	1.29	2.03	2.18	2.04	2.15	0.97	1.71
ENSMUSG00000001158.13	Snrnp27	chr6	86675151	86684522	.	-	.	protein_coding	ENSMUST00000001186.10,ENSMUST00000113683.1	96	80	80	112	135	138	10.7	8.77	7.58	17.56	18.5	19.06	22.12	17.48	17.22	24.67	27.42	25.23
ENSMUSG00000001166.17	Oas1c	chr5	120800194	120812514	.	-	.	protein_coding	ENSMUST00000117193.7	1	7	2	2	8	0	0.04	0.25	0.06	0.1	0.36	0	0.07	0.49	0.14	0.14	0.53	0
ENSMUSG00000001168.16	Oas1h	chr5	120861421	120873506	.	+	.	protein_coding	ENSMUST00000072476.12,ENSMUST00000171820.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
